(0, 0) => (19, 16) @ (22, 18) == -1
(20, 27) => (21, 28) @ (22, 27) == 1
(21, 28) => (20, 29) @ (22, 28) == 1
(20, 29) => (19, 30) @ (22, 29) == 1
(19, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (16, 33) @ (22, 32) == 1
(16, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (12, 33) @ (22, 34) == -1
(12, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (10, 31) @ (22, 32) == -1
(10, 31) => (9, 30) @ (22, 31) == -1
(9, 30) => (8, 29) @ (22, 30) == -1
(8, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (6, 27) @ (22, 28) == -1
(6, 27) => (5, 26) @ (22, 27) == -1
(5, 26) => (4, 25) @ (22, 26) == -1
(4, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (1, 22) @ (22, 23) == -1
(1, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (3, 20) @ (22, 21) == -1
(3, 20) => (4, 19) @ (22, 20) == -1
(4, 19) => (5, 18) @ (22, 19) == -1
(5, 18) => (6, 17) @ (22, 18) == -1
(6, 17) => (7, 16) @ (22, 17) == -1
(7, 16) => (8, 15) @ (22, 16) == -1
(8, 15) => (9, 14) @ (22, 15) == -1
(9, 14) => (10, 13) @ (22, 14) == -1
(10, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (12, 11) @ (22, 12) == -1
(12, 11) => (13, 10) @ (22, 11) == -1
(13, 10) => (14, 9) @ (22, 10) == -1
(14, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (16, 7) @ (22, 8) == -1
(16, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (18, 5) @ (22, 6) == -1
(18, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (20, 3) @ (22, 4) == -1
(20, 3) => (21, 2) @ (22, 3) == -1
(21, 2) => (20, 1) @ (22, 2) == -1
(20, 1) => (19, 2) @ (22, 1) == 1
(19, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (16, 5) @ (22, 4) == 1
(16, 5) => (15, 6) @ (22, 5) == 1
(15, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (13, 8) @ (22, 7) == 1
(13, 8) => (12, 9) @ (22, 8) == 1
(12, 9) => (11, 10) @ (22, 9) == 1
(11, 10) => (10, 11) @ (22, 10) == 1
(10, 11) => (9, 12) @ (22, 11) == 1
(9, 12) => (8, 13) @ (22, 12) == 1
(8, 13) => (7, 14) @ (22, 13) == 1
(7, 14) => (6, 15) @ (22, 14) == 1
(6, 15) => (5, 16) @ (22, 15) == 1
(5, 16) => (4, 17) @ (22, 16) == 1
(4, 17) => (3, 18) @ (22, 17) == 1
(3, 18) => (2, 19) @ (22, 18) == 1
(2, 19) => (1, 20) @ (22, 19) == 1
(1, 20) => (2, 21) @ (22, 20) == 1
(2, 21) => (3, 22) @ (22, 21) == 1
(3, 22) => (4, 23) @ (22, 22) == 1
(4, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (6, 25) @ (22, 24) == 1
(6, 25) => (7, 26) @ (22, 25) == 1
(7, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (10, 29) @ (22, 28) == 1
(10, 29) => (11, 30) @ (22, 29) == 1
(11, 30) => (12, 31) @ (22, 30) == 1
(12, 31) => (13, 32) @ (22, 31) == 1
(13, 32) => (14, 33) @ (22, 32) == 1
(14, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (16, 35) @ (22, 34) == 1
(16, 35) => (17, 34) @ (22, 35) == -1
(17, 34) => (18, 33) @ (22, 34) == -1
(18, 33) => (19, 32) @ (22, 33) == -1
(19, 32) => (20, 31) @ (22, 32) == -1
(20, 31) => (21, 30) @ (22, 31) == -1
(21, 30) => (20, 29) @ (22, 30) == -1
(20, 29) => (19, 28) @ (22, 29) == -1
(19, 28) => (18, 27) @ (22, 28) == -1
(18, 27) => (17, 26) @ (22, 27) == -1
(17, 26) => (16, 25) @ (22, 26) == -1
(16, 25) => (15, 24) @ (22, 25) == -1
(15, 24) => (14, 23) @ (22, 24) == -1
(14, 23) => (13, 22) @ (22, 23) == -1
(13, 22) => (12, 21) @ (22, 22) == -1
(12, 21) => (11, 20) @ (22, 21) == -1
(11, 20) => (10, 19) @ (22, 20) == -1
(10, 19) => (9, 18) @ (22, 19) == -1
(9, 18) => (8, 17) @ (22, 18) == -1
(8, 17) => (7, 16) @ (22, 17) == -1
(7, 16) => (6, 15) @ (22, 16) == -1
(6, 15) => (5, 14) @ (22, 15) == -1
(5, 14) => (4, 13) @ (22, 14) == -1
(4, 13) => (3, 12) @ (22, 13) == -1
(3, 12) => (4, 11) @ (22, 12) == -1
(4, 11) => (5, 10) @ (22, 11) == -1
(5, 10) => (6, 9) @ (22, 10) == -1
(6, 9) => (7, 8) @ (22, 9) == -1
(7, 8) => (8, 7) @ (22, 8) == -1
(8, 7) => (9, 6) @ (22, 7) == -1
(9, 6) => (10, 5) @ (22, 6) == -1
(10, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (12, 3) @ (22, 4) == -1
(12, 3) => (13, 2) @ (22, 3) == -1
(13, 2) => (14, 1) @ (22, 2) == -1
(14, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (16, 3) @ (22, 2) == 1
(16, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (18, 5) @ (22, 4) == 1
(18, 5) => (19, 6) @ (22, 5) == 1
(19, 6) => (20, 7) @ (22, 6) == 1
(20, 7) => (21, 8) @ (22, 7) == 1
(21, 8) => (20, 9) @ (22, 8) == 1
(20, 9) => (19, 10) @ (22, 9) == 1
(19, 10) => (18, 11) @ (22, 10) == 1
(18, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (16, 13) @ (22, 12) == 1
(16, 13) => (15, 14) @ (22, 13) == 1
(15, 14) => (14, 15) @ (22, 14) == 1
(14, 15) => (13, 16) @ (22, 15) == 1
(13, 16) => (12, 17) @ (22, 16) == 1
(12, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (10, 19) @ (22, 18) == 1
(10, 19) => (9, 20) @ (22, 19) == 1
(9, 20) => (8, 21) @ (22, 20) == 1
(8, 21) => (7, 22) @ (22, 21) == 1
(7, 22) => (6, 23) @ (22, 22) == 1
(6, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (4, 25) @ (22, 24) == 1
(4, 25) => (3, 26) @ (22, 25) == 1
(3, 26) => (2, 27) @ (22, 26) == 1
(2, 27) => (1, 26) @ (22, 27) == -1
(1, 26) => (2, 25) @ (22, 26) == -1
(2, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (4, 23) @ (22, 24) == -1
(4, 23) => (5, 22) @ (22, 23) == -1
(5, 22) => (6, 21) @ (22, 22) == -1
(6, 21) => (7, 20) @ (22, 21) == -1
(7, 20) => (8, 19) @ (22, 20) == -1
(8, 19) => (9, 18) @ (22, 19) == -1
(9, 18) => (10, 17) @ (22, 18) == -1
(10, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (12, 15) @ (22, 16) == -1
(12, 15) => (13, 14) @ (22, 15) == -1
(13, 14) => (14, 13) @ (22, 14) == -1
(14, 13) => (15, 12) @ (22, 13) == -1
(15, 12) => (16, 11) @ (22, 12) == -1
(16, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (18, 9) @ (22, 10) == -1
(18, 9) => (19, 8) @ (22, 9) == -1
(19, 8) => (20, 7) @ (22, 8) == -1
(20, 7) => (21, 6) @ (22, 7) == -1
(21, 6) => (20, 5) @ (22, 6) == -1
(20, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (18, 3) @ (22, 4) == -1
(18, 3) => (17, 2) @ (22, 3) == -1
(17, 2) => (16, 1) @ (22, 2) == -1
(16, 1) => (15, 2) @ (22, 1) == 1
(15, 2) => (14, 3) @ (22, 2) == 1
(14, 3) => (13, 4) @ (22, 3) == 1
(13, 4) => (12, 5) @ (22, 4) == 1
(12, 5) => (11, 6) @ (22, 5) == 1
(11, 6) => (10, 7) @ (22, 6) == 1
(10, 7) => (9, 8) @ (22, 7) == 1
(9, 8) => (8, 9) @ (22, 8) == 1
(8, 9) => (7, 10) @ (22, 9) == 1
(7, 10) => (6, 11) @ (22, 10) == 1
(6, 11) => (5, 12) @ (22, 11) == 1
(5, 12) => (4, 13) @ (22, 12) == 1
(4, 13) => (3, 14) @ (22, 13) == 1
(3, 14) => (4, 15) @ (22, 14) == 1
(4, 15) => (5, 16) @ (22, 15) == 1
(5, 16) => (6, 17) @ (22, 16) == 1
(6, 17) => (7, 18) @ (22, 17) == 1
(7, 18) => (8, 19) @ (22, 18) == 1
(8, 19) => (9, 20) @ (22, 19) == 1
(9, 20) => (10, 21) @ (22, 20) == 1
(10, 21) => (11, 22) @ (22, 21) == 1
(11, 22) => (12, 23) @ (22, 22) == 1
(12, 23) => (13, 24) @ (22, 23) == 1
(13, 24) => (14, 25) @ (22, 24) == 1
(14, 25) => (15, 26) @ (22, 25) == 1
(15, 26) => (16, 27) @ (22, 26) == 1
(16, 27) => (17, 28) @ (22, 27) == 1
(17, 28) => (18, 29) @ (22, 28) == 1
(18, 29) => (19, 30) @ (22, 29) == 1
(19, 30) => (20, 31) @ (22, 30) == 1
(20, 31) => (21, 32) @ (22, 31) == 1
(21, 32) => (20, 33) @ (22, 32) == 1
(20, 33) => (19, 34) @ (22, 33) == 1
(19, 34) => (18, 35) @ (22, 34) == 1
(18, 35) => (17, 34) @ (22, 35) == -1
(17, 34) => (16, 33) @ (22, 34) == -1
(16, 33) => (15, 32) @ (22, 33) == -1
(15, 32) => (14, 31) @ (22, 32) == -1
(14, 31) => (13, 30) @ (22, 31) == -1
(13, 30) => (12, 29) @ (22, 30) == -1
(12, 29) => (11, 28) @ (22, 29) == -1
(11, 28) => (10, 27) @ (22, 28) == -1
(10, 27) => (9, 26) @ (22, 27) == -1
(9, 26) => (8, 25) @ (22, 26) == -1
(8, 25) => (7, 24) @ (22, 25) == -1
(7, 24) => (6, 23) @ (22, 24) == -1
(6, 23) => (5, 22) @ (22, 23) == -1
(5, 22) => (4, 21) @ (22, 22) == -1
(4, 21) => (3, 20) @ (22, 21) == -1
(3, 20) => (2, 19) @ (22, 20) == -1
(2, 19) => (1, 18) @ (22, 19) == -1
(1, 18) => (2, 17) @ (22, 18) == -1
(2, 17) => (3, 16) @ (22, 17) == -1
(3, 16) => (4, 15) @ (22, 16) == -1
(4, 15) => (5, 14) @ (22, 15) == -1
(5, 14) => (6, 13) @ (22, 14) == -1
(6, 13) => (7, 12) @ (22, 13) == -1
(7, 12) => (8, 11) @ (22, 12) == -1
(8, 11) => (9, 10) @ (22, 11) == -1
(9, 10) => (10, 9) @ (22, 10) == -1
(10, 9) => (11, 8) @ (22, 9) == -1
(11, 8) => (12, 7) @ (22, 8) == -1
(12, 7) => (13, 6) @ (22, 7) == -1
(13, 6) => (14, 5) @ (22, 6) == -1
(14, 5) => (15, 4) @ (22, 5) == -1
(15, 4) => (16, 3) @ (22, 4) == -1
(16, 3) => (17, 2) @ (22, 3) == -1
(17, 2) => (18, 1) @ (22, 2) == -1
(18, 1) => (19, 2) @ (22, 1) == 1
(19, 2) => (20, 3) @ (22, 2) == 1
(20, 3) => (21, 4) @ (22, 3) == 1
(21, 4) => (20, 5) @ (22, 4) == 1
(20, 5) => (19, 6) @ (22, 5) == 1
(19, 6) => (18, 7) @ (22, 6) == 1
(18, 7) => (17, 8) @ (22, 7) == 1
(17, 8) => (16, 9) @ (22, 8) == 1
(16, 9) => (15, 10) @ (22, 9) == 1
(15, 10) => (14, 11) @ (22, 10) == 1
(14, 11) => (13, 12) @ (22, 11) == 1
(13, 12) => (12, 13) @ (22, 12) == 1
(12, 13) => (11, 14) @ (22, 13) == 1
(11, 14) => (10, 15) @ (22, 14) == 1
(10, 15) => (9, 16) @ (22, 15) == 1
(9, 16) => (8, 17) @ (22, 16) == 1
(8, 17) => (7, 18) @ (22, 17) == 1
(7, 18) => (6, 19) @ (22, 18) == 1
(6, 19) => (5, 20) @ (22, 19) == 1
(5, 20) => (4, 21) @ (22, 20) == 1
(4, 21) => (3, 22) @ (22, 21) == 1
(3, 22) => (2, 23) @ (22, 22) == 1
(2, 23) => (1, 24) @ (22, 23) == 1
(1, 24) => (2, 25) @ (22, 24) == 1
(2, 25) => (3, 26) @ (22, 25) == 1
(3, 26) => (4, 27) @ (22, 26) == 1
(4, 27) => (5, 28) @ (22, 27) == 1
(5, 28) => (6, 29) @ (22, 28) == 1
(6, 29) => (7, 30) @ (22, 29) == 1
(7, 30) => (8, 31) @ (22, 30) == 1
(8, 31) => (9, 32) @ (22, 31) == 1
(9, 32) => (10, 33) @ (22, 32) == 1
(10, 33) => (11, 34) @ (22, 33) == 1
(11, 34) => (12, 35) @ (22, 34) == 1
(12, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (14, 33) @ (22, 34) == -1
(14, 33) => (15, 32) @ (22, 33) == -1
(15, 32) => (16, 31) @ (22, 32) == -1
(16, 31) => (17, 30) @ (22, 31) == -1
(17, 30) => (18, 29) @ (22, 30) == -1
(18, 29) => (19, 28) @ (22, 29) == -1
(19, 28) => (20, 27) @ (22, 28) == -1
(20, 27) => (21, 26) @ (22, 27) == -1
(21, 26) => (20, 25) @ (22, 26) == -1
(20, 25) => (19, 24) @ (22, 25) == -1
(19, 24) => (18, 23) @ (22, 24) == -1
(18, 23) => (17, 22) @ (22, 23) == -1
(17, 22) => (16, 21) @ (22, 22) == -1
(16, 21) => (15, 20) @ (22, 21) == -1
(15, 20) => (14, 19) @ (22, 20) == -1
(14, 19) => (13, 18) @ (22, 19) == -1
(13, 18) => (12, 17) @ (22, 18) == -1
(12, 17) => (11, 16) @ (22, 17) == -1
(11, 16) => (10, 15) @ (22, 16) == -1
(10, 15) => (9, 14) @ (22, 15) == -1
(9, 14) => (8, 13) @ (22, 14) == -1
(8, 13) => (7, 12) @ (22, 13) == -1
(7, 12) => (6, 11) @ (22, 12) == -1
(6, 11) => (5, 10) @ (22, 11) == -1
(5, 10) => (4, 9) @ (22, 10) == -1
(4, 9) => (3, 8) @ (22, 9) == -1
(3, 8) => (2, 7) @ (22, 8) == -1
(2, 7) => (1, 6) @ (22, 7) == -1
(1, 6) => (2, 5) @ (22, 6) == -1
(2, 5) => (3, 4) @ (22, 5) == -1
(3, 4) => (4, 3) @ (22, 4) == -1
(4, 3) => (5, 2) @ (22, 3) == -1
(5, 2) => (6, 1) @ (22, 2) == -1
(6, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (8, 3) @ (22, 2) == 1
(8, 3) => (9, 4) @ (22, 3) == 1
(9, 4) => (10, 5) @ (22, 4) == 1
(10, 5) => (11, 6) @ (22, 5) == 1
(11, 6) => (12, 7) @ (22, 6) == 1
(12, 7) => (13, 8) @ (22, 7) == 1
(13, 8) => (14, 9) @ (22, 8) == 1
(14, 9) => (15, 10) @ (22, 9) == 1
(15, 10) => (16, 11) @ (22, 10) == 1
(16, 11) => (17, 12) @ (22, 11) == 1
(17, 12) => (18, 13) @ (22, 12) == 1
(18, 13) => (19, 14) @ (22, 13) == 1
(19, 14) => (20, 15) @ (22, 14) == 1
(20, 15) => (21, 16) @ (22, 15) == 1
(21, 16) => (20, 17) @ (22, 16) == 1
(20, 17) => (19, 18) @ (22, 17) == 1
(19, 18) => (18, 19) @ (22, 18) == 1
(18, 19) => (17, 20) @ (22, 19) == 1
(17, 20) => (16, 21) @ (22, 20) == 1
(16, 21) => (15, 22) @ (22, 21) == 1
(15, 22) => (14, 23) @ (22, 22) == 1
(14, 23) => (13, 24) @ (22, 23) == 1
(13, 24) => (12, 25) @ (22, 24) == 1
(12, 25) => (11, 26) @ (22, 25) == 1
(11, 26) => (10, 27) @ (22, 26) == 1
(10, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (8, 29) @ (22, 28) == 1
(8, 29) => (7, 30) @ (22, 29) == 1
(7, 30) => (6, 31) @ (22, 30) == 1
(6, 31) => (5, 32) @ (22, 31) == 1
(5, 32) => (4, 33) @ (22, 32) == 1
(4, 33) => (3, 34) @ (22, 33) == 1
(3, 34) => (2, 35) @ (22, 34) == 1
(2, 35) => (1, 34) @ (22, 35) == -1
(1, 34) => (2, 33) @ (22, 34) == -1
(2, 33) => (3, 32) @ (22, 33) == -1
(3, 32) => (4, 31) @ (22, 32) == -1
(4, 31) => (5, 30) @ (22, 31) == -1
(5, 30) => (6, 29) @ (22, 30) == -1
(6, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (9, 26) @ (22, 27) == -1
(9, 26) => (10, 25) @ (22, 26) == -1
(10, 25) => (11, 24) @ (22, 25) == -1
(11, 24) => (12, 23) @ (22, 24) == -1
(12, 23) => (13, 22) @ (22, 23) == -1
(13, 22) => (14, 21) @ (22, 22) == -1
(14, 21) => (15, 20) @ (22, 21) == -1
(15, 20) => (16, 19) @ (22, 20) == -1
(16, 19) => (17, 18) @ (22, 19) == -1
(17, 18) => (18, 17) @ (22, 18) == -1
(18, 17) => (19, 16) @ (22, 17) == -1
(19, 16) => (20, 15) @ (22, 16) == -1
(20, 15) => (21, 14) @ (22, 15) == -1
(21, 14) => (20, 13) @ (22, 14) == -1
(20, 13) => (19, 12) @ (22, 13) == -1
(19, 12) => (18, 11) @ (22, 12) == -1
(18, 11) => (17, 10) @ (22, 11) == -1
(17, 10) => (16, 9) @ (22, 10) == -1
(16, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (14, 7) @ (22, 8) == -1
(14, 7) => (13, 6) @ (22, 7) == -1
(13, 6) => (12, 5) @ (22, 6) == -1
(12, 5) => (11, 4) @ (22, 5) == -1
(11, 4) => (10, 3) @ (22, 4) == -1
(10, 3) => (9, 2) @ (22, 3) == -1
(9, 2) => (8, 1) @ (22, 2) == -1
(8, 1) => (7, 2) @ (22, 1) == 1
(7, 2) => (6, 3) @ (22, 2) == 1
(6, 3) => (5, 4) @ (22, 3) == 1
(5, 4) => (4, 5) @ (22, 4) == 1
(4, 5) => (3, 6) @ (22, 5) == 1
(3, 6) => (2, 7) @ (22, 6) == 1
(2, 7) => (1, 8) @ (22, 7) == 1
(1, 8) => (2, 9) @ (22, 8) == 1
(2, 9) => (3, 10) @ (22, 9) == 1
(3, 10) => (4, 11) @ (22, 10) == 1
(4, 11) => (5, 12) @ (22, 11) == 1
(5, 12) => (6, 13) @ (22, 12) == 1
(6, 13) => (7, 14) @ (22, 13) == 1
(7, 14) => (8, 15) @ (22, 14) == 1
(8, 15) => (9, 16) @ (22, 15) == 1
(9, 16) => (10, 17) @ (22, 16) == 1
(10, 17) => (11, 18) @ (22, 17) == 1
(11, 18) => (12, 19) @ (22, 18) == 1
(12, 19) => (13, 20) @ (22, 19) == 1
(13, 20) => (14, 21) @ (22, 20) == 1
(14, 21) => (15, 22) @ (22, 21) == 1
(15, 22) => (16, 23) @ (22, 22) == 1
(16, 23) => (17, 24) @ (22, 23) == 1
(17, 24) => (18, 25) @ (22, 24) == 1
(18, 25) => (19, 26) @ (22, 25) == 1
(19, 26) => (20, 27) @ (22, 26) == 1
(20, 27) => (21, 28) @ (22, 27) == 1
(21, 28) => (20, 29) @ (22, 28) == 1
(20, 29) => (19, 30) @ (22, 29) == 1
(19, 30) => (18, 31) @ (22, 30) == 1
(18, 31) => (17, 32) @ (22, 31) == 1
(17, 32) => (16, 33) @ (22, 32) == 1
(16, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (14, 35) @ (22, 34) == 1
(14, 35) => (13, 34) @ (22, 35) == -1
(13, 34) => (12, 33) @ (22, 34) == -1
(12, 33) => (11, 32) @ (22, 33) == -1
(11, 32) => (10, 31) @ (22, 32) == -1
(10, 31) => (9, 30) @ (22, 31) == -1
(9, 30) => (8, 29) @ (22, 30) == -1
(8, 29) => (7, 28) @ (22, 29) == -1
(7, 28) => (6, 27) @ (22, 28) == -1
(6, 27) => (5, 26) @ (22, 27) == -1
(5, 26) => (4, 25) @ (22, 26) == -1
(4, 25) => (3, 24) @ (22, 25) == -1
(3, 24) => (2, 23) @ (22, 24) == -1
(2, 23) => (1, 22) @ (22, 23) == -1
(1, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (3, 20) @ (22, 21) == -1
(3, 20) => (4, 19) @ (22, 20) == -1
(4, 19) => (5, 18) @ (22, 19) == -1
(5, 18) => (6, 17) @ (22, 18) == -1
(6, 17) => (7, 16) @ (22, 17) == -1
(7, 16) => (8, 15) @ (22, 16) == -1
(8, 15) => (9, 14) @ (22, 15) == -1
(9, 14) => (10, 13) @ (22, 14) == -1
(10, 13) => (11, 12) @ (22, 13) == -1
(11, 12) => (12, 11) @ (22, 12) == -1
(12, 11) => (13, 10) @ (22, 11) == -1
(13, 10) => (14, 9) @ (22, 10) == -1
(14, 9) => (15, 8) @ (22, 9) == -1
(15, 8) => (16, 7) @ (22, 8) == -1
(16, 7) => (17, 6) @ (22, 7) == -1
(17, 6) => (18, 5) @ (22, 6) == -1
(18, 5) => (19, 4) @ (22, 5) == -1
(19, 4) => (20, 3) @ (22, 4) == -1
(20, 3) => (21, 2) @ (22, 3) == -1
(21, 2) => (20, 1) @ (22, 2) == -1
(20, 1) => (19, 2) @ (22, 1) == 1
(19, 2) => (18, 3) @ (22, 2) == 1
(18, 3) => (17, 4) @ (22, 3) == 1
(17, 4) => (16, 5) @ (22, 4) == 1
(16, 5) => (15, 6) @ (22, 5) == 1
(15, 6) => (14, 7) @ (22, 6) == 1
(14, 7) => (13, 8) @ (22, 7) == 1
(13, 8) => (12, 9) @ (22, 8) == 1
(12, 9) => (11, 10) @ (22, 9) == 1
(11, 10) => (10, 11) @ (22, 10) == 1
(10, 11) => (9, 12) @ (22, 11) == 1
(9, 12) => (8, 13) @ (22, 12) == 1
(8, 13) => (7, 14) @ (22, 13) == 1
(7, 14) => (6, 15) @ (22, 14) == 1
(6, 15) => (5, 16) @ (22, 15) == 1
(5, 16) => (4, 17) @ (22, 16) == 1
(4, 17) => (3, 18) @ (22, 17) == 1
(3, 18) => (2, 19) @ (22, 18) == 1
(2, 19) => (1, 20) @ (22, 19) == 1
(1, 20) => (2, 21) @ (22, 20) == 1
(2, 21) => (3, 22) @ (22, 21) == 1
(3, 22) => (4, 23) @ (22, 22) == 1
(4, 23) => (5, 24) @ (22, 23) == 1
(5, 24) => (6, 25) @ (22, 24) == 1
(6, 25) => (7, 26) @ (22, 25) == 1
(7, 26) => (8, 27) @ (22, 26) == 1
(8, 27) => (9, 28) @ (22, 27) == 1
(9, 28) => (10, 29) @ (22, 28) == 1
(10, 29) => (11, 30) @ (22, 29) == 1
(11, 30) => (12, 31) @ (22, 30) == 1
(12, 31) => (13, 32) @ (22, 31) == 1
(13, 32) => (14, 33) @ (22, 32) == 1
(14, 33) => (15, 34) @ (22, 33) == 1
(15, 34) => (16, 35) @ (22, 34) == 1
(16, 35) => (17, 34) @ (22, 35) == -1
(17, 34) => (18, 33) @ (22, 34) == -1
(18, 33) => (19, 32) @ (22, 33) == -1
(19, 32) => (20, 31) @ (22, 32) == -1
(20, 31) => (21, 30) @ (22, 31) == -1
(21, 30) => (20, 29) @ (22, 30) == -1
(20, 29) => (19, 28) @ (22, 29) == -1
(19, 28) => (18, 27) @ (22, 28) == -1
(18, 27) => (17, 26) @ (22, 27) == -1
(17, 26) => (16, 25) @ (22, 26) == -1
(16, 25) => (15, 24) @ (22, 25) == -1
(15, 24) => (14, 23) @ (22, 24) == -1
(14, 23) => (13, 22) @ (22, 23) == -1
(13, 22) => (12, 21) @ (22, 22) == -1
(12, 21) => (11, 20) @ (22, 21) == -1
(11, 20) => (10, 19) @ (22, 20) == -1
(10, 19) => (9, 18) @ (22, 19) == -1
(9, 18) => (8, 17) @ (22, 18) == -1
(8, 17) => (7, 16) @ (22, 17) == -1
(7, 16) => (6, 15) @ (22, 16) == -1
(6, 15) => (5, 14) @ (22, 15) == -1
(5, 14) => (4, 13) @ (22, 14) == -1
(4, 13) => (3, 12) @ (22, 13) == -1
(3, 12) => (4, 13) @ (22, 12) == 1
(4, 13) => (5, 14) @ (22, 13) == 1
(5, 14) => (6, 15) @ (22, 14) == 1
(6, 15) => (7, 16) @ (22, 15) == 1
(7, 16) => (8, 17) @ (22, 16) == 1
(8, 17) => (9, 18) @ (22, 17) == 1
(9, 18) => (10, 19) @ (22, 18) == 1
(10, 19) => (11, 20) @ (22, 19) == 1
(11, 20) => (12, 21) @ (22, 20) == 1
(12, 21) => (13, 22) @ (22, 21) == 1
(13, 22) => (14, 23) @ (22, 22) == 1
(14, 23) => (15, 24) @ (22, 23) == 1
(15, 24) => (16, 25) @ (22, 24) == 1
(16, 25) => (17, 26) @ (22, 25) == 1
(17, 26) => (18, 27) @ (22, 26) == 1
(18, 27) => (19, 28) @ (22, 27) == 1
(19, 28) => (20, 29) @ (22, 28) == 1
(20, 29) => (21, 30) @ (22, 29) == 1
(21, 30) => (20, 31) @ (22, 30) == 1
(20, 31) => (19, 32) @ (22, 31) == 1
(19, 32) => (18, 33) @ (22, 32) == 1
(18, 33) => (17, 34) @ (22, 33) == 1
(17, 34) => (16, 35) @ (22, 34) == 1
(16, 35) => (15, 34) @ (22, 35) == -1
(15, 34) => (14, 33) @ (22, 34) == -1
(14, 33) => (13, 32) @ (22, 33) == -1
(13, 32) => (12, 31) @ (22, 32) == -1
(12, 31) => (11, 30) @ (22, 31) == -1
(11, 30) => (10, 29) @ (22, 30) == -1
(10, 29) => (9, 28) @ (22, 29) == -1
(9, 28) => (8, 27) @ (22, 28) == -1
(8, 27) => (7, 26) @ (22, 27) == -1
(7, 26) => (6, 25) @ (22, 26) == -1
(6, 25) => (5, 24) @ (22, 25) == -1
(5, 24) => (4, 23) @ (22, 24) == -1
(4, 23) => (3, 22) @ (22, 23) == -1
(3, 22) => (2, 21) @ (22, 22) == -1
(2, 21) => (1, 20) @ (22, 21) == -1
(1, 20) => (2, 19) @ (22, 20) == -1
(2, 19) => (3, 18) @ (22, 19) == -1
(3, 18) => (4, 17) @ (22, 18) == -1
(4, 17) => (5, 16) @ (22, 17) == -1
(5, 16) => (6, 15) @ (22, 16) == -1
(6, 15) => (7, 14) @ (22, 15) == -1
(7, 14) => (8, 13) @ (22, 14) == -1
(8, 13) => (9, 12) @ (22, 13) == -1
(9, 12) => (10, 11) @ (22, 12) == -1
(10, 11) => (11, 10) @ (22, 11) == -1
(11, 10) => (12, 9) @ (22, 10) == -1
(12, 9) => (13, 8) @ (22, 9) == -1
(13, 8) => (14, 7) @ (22, 8) == -1
(14, 7) => (15, 6) @ (22, 7) == -1
(15, 6) => (16, 5) @ (22, 6) == -1
(16, 5) => (17, 4) @ (22, 5) == -1
(17, 4) => (18, 3) @ (22, 4) == -1
(18, 3) => (19, 2) @ (22, 3) == -1
(19, 2) => (20, 1) @ (22, 2) == -1
(20, 1) => (21, 2) @ (22, 1) == 1
(21, 2) => (20, 3) @ (22, 2) == 1
(20, 3) => (19, 4) @ (22, 3) == 1
(19, 4) => (18, 5) @ (22, 4) == 1
(18, 5) => (17, 6) @ (22, 5) == 1
(17, 6) => (16, 7) @ (22, 6) == 1
(16, 7) => (15, 8) @ (22, 7) == 1
(15, 8) => (14, 9) @ (22, 8) == 1
(14, 9) => (13, 10) @ (22, 9) == 1
(13, 10) => (12, 11) @ (22, 10) == 1
(12, 11) => (11, 12) @ (22, 11) == 1
